Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Bowring Kulfis,https://www.zomato.com/bangalore/bowring-kulfis-jalahalli-bangalore,"Desserts, Ice Cream","Jalahalli, Bangalore",10am – 10pm (Today),"1, Krupa Complex, Kalathur Layout, Gangamma Circle, Jalahalli, Bangalore",+919900336588,1,1,1,0,-,2,4.3,106,,,,200
Cafe Natural,https://www.zomato.com/bangalore/cafe-natural-sahakara-nagar,"Cafe, Fast Food, Continental, Desserts, Beverages","Sahakara Nagar, Bangalore",7:30am – 9:30pm (Today),"2279, Ground Floor, Block C, CQAL Layout, Opposite Kodigehalli Railway Station, Sahakara Nagar, Bangalore",+919611831400,1,1,1,0,3.9,134,4.1,465,,,"Healthy Food, Good Options, Prices, Great Place, Nice Place, Staff",400
Rang De Basanti Dhaba,https://www.zomato.com/bangalore/rang-de-basanti-dhaba-sahakara-nagar-bangalore,"North Indian, Seafood, Mughlai, Desserts","Sahakara Nagar, Bangalore",,"2916/2822, Yelahanka Hobli, Sahakara Nagar, Bangalore",+917676986113,1,0,0,0,-,0,4.0,731,,,"Cute Packaging, Proper Packaging, Great Portions, Portion, Extensive Menu, Timely Service",200
Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-jalahalli-bangalore,"Fast Food, North Indian, Shake, Continental","Jalahalli, Bangalore",,"63, 1st Floor, 4th Main Road, Mathikere, Near Kings Boot, Jalahalli, Bangalore",+918047108564,1,0,0,0,-,0,4.0,22,,,,200
Pizza Plutos,https://www.zomato.com/bangalore/pizza-plutos-new-bel-road-bangalore,"Fast Food, Beverages, Burger, Sandwich, Wraps, Juices, Coffee","New BEL Road, Bangalore","12midnight – 2:05am, 11:30am – 12midnight (Today)","453, 12, 2nd Cross, New Bel Road, RMV 2nd Stage, New BEL Road, Bangalore",+919173278086,1,1,0,0,-,0,4.3,192,,,"Cheap and Affordable, Fresh Food with Good Quality, Best Food under Best Budget, Proper Packaging, Timely Service, Great Portions",100
The Baker's Dozen,https://www.zomato.com/bangalore/the-bakers-dozen-sanjay-nagar-bangalore,"Bakery, Desserts","Sanjay Nagar, Bangalore",,"57/1, 2nd Cross, Old MSR Road, Sanjay Nagar, Bangalore",+918970019212,1,0,0,0,-,0,3.9,91,,,,150
Artinci - Indulge Guilt Free!,https://www.zomato.com/bangalore/artinci-indulge-guilt-free-sahakara-nagar-bangalore,"Ice Cream, Desserts, Beverages","Sahakara Nagar, Bangalore",7am – 11pm (Today),"1477, 2nd floor 11th main 23rd cross, B block being I mart Sahakara Nagar, Bangalore",+918878777877,1,1,0,0,-,0,4.4,166,,,"Large Servings, Healthy and Delicious, Fresh Food with Good Quality, Affordable Prices, Quality, Value for Money",150
Paratha Box - 2X Filling,https://www.zomato.com/bangalore/paratha-box-2x-filling-yeshwantpur-bangalore,"North Indian, Desserts, Beverages","Yeshwantpur, Bangalore",8am – 11:30pm (Today),"28, 1st Floor, Above State Bank Of India, Matikere Main Road, Yeshwantpur, Bangalore",+919696412599,1,1,0,0,-,0,3.5,234,,,"Healthy and Delicious, Fresh Food with Good Quality, Best Food under Best Budget, Spill Proof Packaging, Timely Service, Packaging",150
ITC Master Chef Creations,https://www.zomato.com/bangalore/itc-master-chef-creations-new-bel-road-bangalore,"North Indian, Mediterranean, Mughlai, Desserts","New BEL Road, Bangalore",,"Counter 2, 35/4, Municipal 193, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",+917708488092,1,0,0,0,-,0,3.9,124,,,,350
1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-new-bel-road,"Chinese, North Indian, Mughlai, Finger Food, Seafood","New BEL Road, Bangalore",11am – 1am (Today),"23, 3rd Floor, Devaraja Arcade, ITI Layout, MSR Nagar, Near ICICI Bank, New BEL Road, Bangalore",+917899321522,1,1,1,0,4.2,1335,4.0,499,,"Mutton Nalli, Devils Chicken, Cheese Corn Balls, Coriander Chicken, Murgh Ghee Roast, Crispy Corn","Pocket Friendly Restaurant, Music and Ambience, Best Pub, Rooftop Ambience, Bartender, Indoor Seating",1500
Fish Corner,https://www.zomato.com/bangalore/fish-corner-yeshwantpur,"North Indian, Chinese, Seafood, Fast Food, Beverages, Biryani, Rolls, Shake","Yeshwantpur, Bangalore",11am – 11pm (Today),"1065, Triveni Road, Gokul Extention, Mathikere, Near MS Ramaiah Bus Stop, Yeshwantpur, Bangalore",+919845596171,1,1,1,0,3.6,110,3.6,1462,,,,400
Burgers Kingdom,https://www.zomato.com/bangalore/burgers-kingdom-jalahalli-bangalore,"Burger, Fast Food, Shake","Jalahalli, Bangalore",8:30am – 8:30pm (Today),"39, 10th Cross, Krishnappa Building, Patel Shamanna Layout, Kammagondanahalli, Jalahalli, Bangalore",+919108017848,1,1,1,0,3.2,1,3.7,306,,,,200
The Sugar Free Keto Kafe,https://www.zomato.com/bangalore/the-sugar-free-keto-kafe-sahakara-nagar-bangalore,"Desserts, Ice Cream, Bakery","Sahakara Nagar, Bangalore",,"1477, 2nd floor 11th main 23rd cross, B block being I mart, Sahakara Nagar, Bangalore",+918878777877,1,0,0,0,-,0,3.7,29,,,,150
Pizzarea,https://www.zomato.com/bangalore/pizzarea-jalahalli-bangalore,"Pizza, Fast Food","Jalahalli, Bangalore",11am – 8pm (Today),"39, 10th Cross, Krishnappa Building, Patel Shamanna Layout, Kammagondahalli, Jalahalli, Bangalore",+919108017848,1,1,1,0,3.4,1,3.8,345,,,,500
Cafe Nosh,https://www.zomato.com/bangalore/cafe-nosh-sahakara-nagar,"Fast Food, Sandwich, Pizza, Street Food, Pasta, Steak, Wraps, Chinese","Sahakara Nagar, Bangalore",12noon – 10:30pm (Today),"4, Canara Bank Layout, Opposite Vivekananda School, Sahakara Nagar, Bangalore",+917337781460,1,1,1,0,4.3,607,4.2,3362,,"Tender Coconut Souffle, Alfredo Pasta, Chocolate Fudge, Pastas, Iced Tea, Potato Wedges","Outdoor, Cozy Place, Excellent Food, Perfect Place, Decor, Portions",400
Globo Ice Creams of the World,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-yeshwantpur-bangalore,Ice Cream,"Yeshwantpur, Bangalore",,"38, Sandeep Building, Mathikere, Yeshwantpur, Bangalore",+918068172526,1,0,0,0,-,0,4.0,42,,,,100
Brahmin's Kitchen,https://www.zomato.com/bangalore/brahmins-kitchen-sahakara-nagar-bangalore,South Indian,"Sahakara Nagar, Bangalore",8am – 10pm (Today),"1182/6, Khata 2072/2091, Railway Parallel Road, Sahakara Nagar, Bangalore",+919945966119,1,1,0,0,-,0,4.1,1261,,,,100
New Udupi Upahara,https://www.zomato.com/bangalore/new-udupi-upahara-jalahalli-bangalore,"South Indian, Chinese, Street Food","Jalahalli, Bangalore",8am – 10pm (Today),"Manjunatha Complex, Laxmipura Main Road, Chikkabanvara Post, Abbigere, Jalahalli, Bangalore",+919738477954,1,1,1,0,3.0,4,3.7,754,,,,100
Punjab Grill,https://www.zomato.com/bangalore/punjab-grill-malleshwaram,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages","Orion Mall, Malleshwaram, Bangalore",11am – 11pm (Today),"26/1, Dr. Rajkumar Road, Brigade Gateway Campus, Malleshwaram, Bangalore",+918022682400,1,0,1,0,4.5,2885,4.0,955,,"Dal Punjab Grill, Guchchi Pulao, Amritsari Fish Fry, New Zealand Lamb Chops, Masala Cola, Kesar Pista Lassi","Best Quality Food and Service, Courtesy Staff, Great Food Great Service, Recommend Place, Outstanding Service, Large Portions",2000
Burger Man,https://www.zomato.com/bangalore/burger-man-jalahalli-bangalore,Burger,"Jalahalli, Bangalore",12midnight – 11:58pm (Today),"34, 8th Cross Road, Patel Shamanna Layout, Kammagodanahalli, Near Indian Overseas Bank, Jalahalli, Bangalore",+919108017848,1,1,1,0,3.5,52,3.6,2668,,,"Perfect Presentation, Good Taste, Fresh Food, Great Portions, Good Quality, Price",200
Mahadev Sweets & Chaats,https://www.zomato.com/bangalore/mahadev-sweets-chaats-hebbal-bangalore,"Mithai, Street Food","Hebbal, Bangalore",10am – 10:30pm (Today),"9/10, 1st Main, Pampa Extension Main Road, Kempapura, Near Presidancy College, Hebbal, Bangalore",+918050984935,1,1,1,1,3.4,25,3.6,867,,,,200
New Spisea Restaurant,https://www.zomato.com/bangalore/new-spisea-restaurant-hebbal-bangalore,"Kerala, South Indian, Biryani, Chinese","Hebbal, Bangalore",,"54/5/80/2, New Katta 48/80/1/.80/2, Ring Road, Next To Bus Depo, Hebbal, Bangalore",+918553344036,1,1,1,0,3.2,70,3.7,3552,,,,500
Pizza 997 AD,https://www.zomato.com/bangalore/pizza-997-ad-yeshwantpur-bangalore,"Pizza, Fast Food, Desserts","Yeshwantpur, Bangalore",,"1st Floor, Ms. Ramaiah Road, Mathikere, Gokula 1st Stage, Yeshwantpur, Bangalore",+919686412599,1,0,0,0,-,0,3.7,47,,,,350
Chandni Chowk,https://www.zomato.com/bangalore/chandni-chowk-new-bel-road-bangalore,"Street Food, North Indian, Mithai","New BEL Road, Bangalore",,"81, 5th Main, 2nd Cross, Narsipura Layout, Vidyaranyapura, New BEL Road, Bangalore",+919538555567,1,0,0,0,-,0,4.2,200,,,,150
2 States Rasoi,https://www.zomato.com/bangalore/2-states-rasoi-jalahalli-bangalore,"North Indian, South Indian, Chinese, Biryani, Fast Food","Jalahalli, Bangalore",7am – 11pm (Today),"17/2, Subroto Mukherjee Road, Jalahalli, Bangalore",+919845265952,1,1,1,1,3.0,6,3.6,817,,,,600
Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-jalahalli-bangalore,"Ice Cream, Shake","Jalahalli, Bangalore",,"63, 1st Floor, 4th Main Road, Mathikere, Near Kings Boot, Jalahalli, Bangalore",+918047108564,1,0,0,0,-,0,4.3,106,,,,150
Kolkatta Famous Kati Rolls,https://www.zomato.com/bangalore/kolkatta-famous-kati-rolls-new-bel-road-bangalore,Rolls,"New BEL Road, Bangalore",1pm – 11pm (Today),"708, 5th Block, HMT Layout, Vidyaranyapura Main Road, New BEL Road, Bangalore",+919620870786,1,1,0,0,-,0,4.1,384,,,,100
Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-3-sanjay-nagar-bangalore,Beverages,"Sanjay Nagar, Bangalore",,"Ground Floor, AECS Layout, Near Anjanya Temple Sanjay Nagar, Bangalore",+918921153265,1,0,0,0,-,0,3.9,1,,,,100
Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-yeshwantpur-bangalore,"North Indian, Beverages","Yeshwantpur, Bangalore",,"28, 1st Floor, Above State Bank Of India, Mathikere Main Road, Yeshwantpur, Bangalore",+919943447128,1,0,0,0,-,0,3.5,61,,,,150
B.R. Varrior Bake House & Sweets,https://www.zomato.com/bangalore/b-r-varrior-bake-house-sweets-jalahalli-bangalore,"Bakery, Desserts","Jalahalli, Bangalore","9am – 12:59pm, 2pm – 10pm (Today)","27, T Dasarahalli Post, Pipeline Road, Near Ayappa Community Hall, Jalahalli, Bangalore",+919449159011,1,1,0,0,-,0,4.3,105,,,,100
Wayanadan's Cafe,https://www.zomato.com/bangalore/wayanadans-cafe-jalahalli-bangalore,"South Indian, Fast Food, Beverages","Jalahalli, Bangalore",10am – 12midnight (Today),"4, Building 109, Pipeline, Prashanth Nagar, T Dasarahalli, Jalahalli, Bangalore",+917899288865,1,1,0,0,-,0,3.5,149,,,,50
Majaa Thindi,https://www.zomato.com/bangalore/majaa-thindi-new-bel-road,South Indian,"New BEL Road, Bangalore",7am – 9pm (Today),"711, HMT Layout, Next to NTI Ground, 4th Block, Vidyaranyapura, New BEL Road, Bangalore",+919916231839,1,1,1,0,3.8,74,4.1,2652,,,,150
R R Grand Andhra Style Restaurant,https://www.zomato.com/bangalore/r-r-grand-andhra-style-restaurant-hebbal-bangalore,"Andhra, Chinese","Hebbal, Bangalore",11am – 11:30pm (Today),"114/1/605/68, Chiranjeevi Layout, Kempapura, Hebbal, Bangalore",+919591295706,1,1,1,0,3.4,8,3.6,50,,,,500
Barabati Sweets & Snacks,https://www.zomato.com/bangalore/barabati-sweets-snacks-jalahalli-bangalore,"Mithai, Street Food, Odia","Jalahalli, Bangalore",7am – 10pm (Today),"Shop 2, Singapura Main Road, Singapura Layout, Vidyaranyapura Post, Jalahalli, Bangalore",+919972899217,1,1,0,1,-,0,3.8,862,,"Rasgulla, Kachori, Chole Bhature, Samosa",,50
Deli2Go,https://www.zomato.com/bangalore/deli2go-yeshwantpur-bangalore,"Fast Food, Street Food, Hot dogs, Beverages","Yeshwantpur, Bangalore",6am – 11pm (Today),"36/3, Opposite RMC Yard, Tumkur Main Road, Yeshwantpur, Bangalore",+916362938760,1,0,1,0,-,1,3.8,12,,,,500
ITC Sunfeast Baked Creations,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-new-bel-road-bangalore,"Bakery, Desserts, Sandwich","New BEL Road, Bangalore",,"Counter 2, 35/4, Municipal 193, M H Chandrappa, Near Gowri Apartments, New BEL Road, Bangalore",+916280742959,1,0,0,0,-,0,4.0,68,,,,250
Paris Waffle Co. ,https://www.zomato.com/bangalore/paris-waffle-co-sanjay-nagar-bangalore,Desserts,"Sanjay Nagar, Bangalore",,"35, CAD-MET Layout, Sanjay Nagar, Bangalore",+918904025662,1,0,0,0,-,0,-,5,,,,200
Basmati Biriyani Nation,https://www.zomato.com/bangalore/basmati-biriyani-nation-new-bel-road-bangalore,"Biryani, Mughlai, Fast Food, Desserts","New BEL Road, Bangalore",,"Municipal 193, 2nd, 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",+919606039349,1,0,0,0,-,0,3.6,960,,"Egg Curry, Plain Rice, Milkshake, Briyani, Chilly Chicken, Chicken Biryani","Filling Food, Great Veg Options, Best Food under Best Budget, Healthy and Delicious, Affordable Prices, Spill Proof Packaging",200
Hungry Chang,https://www.zomato.com/bangalore/hungry-chang-new-bel-road-bangalore,"Chinese, Fast Food","New BEL Road, Bangalore",,"193, 2nd 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New Bel Road, Bangalore",+919606039349,1,0,0,0,-,0,3.3,668,,,"Very Affordable, Best Food under Best Budget, Great Veg Options, Filling Food, Mouth Watering Food, Healthy and Delicious",200
MISU,https://www.zomato.com/bangalore/misu-new-bel-road-bangalore,"Asian, Japanese, Thai, Beverages","New BEL Road, Bangalore",,"Municipal 193, 2nd & 3rd Floor, M H Chandrappa, Near Gowri Apartments, Mathikere, New BEL Road, Bangalore",+919686992071,1,0,0,0,-,0,4.3,330,,,"Healthy and Delicious, Fresh Food with Good Quality, Contactless Delivery, Mouth Watering Food, Delicious Taste, Proper Packaging",500
Cafe Crispy Day,https://www.zomato.com/bangalore/cafe-crispy-day-1-jalahalli-bangalore,Fast Food,"Jalahalli, Bangalore",11am – 10pm (Today),"2, Snr Archade, SM Road, Ayyappa Swamy Temple Road, Jalahalli, Bangalore",+918431495589,1,1,1,0,3.7,6,4.3,231,,,,300
Burger It Up,https://www.zomato.com/bangalore/burger-it-up-yeshwantpur-bangalore,Burger,"Yeshwantpur, Bangalore",,"63, 1st Floor, 4th Main Road, Mathikere, Near Kings Boot, Yeshwantpur, Bangalore",+918047108564,1,0,0,0,-,0,3.8,6,,,,200
Vandana Gardenia,https://www.zomato.com/bangalore/vandana-gardenia-1-yelahanka-bangalore,"Chinese, North Indian, Biryani, Andhra, Malwani","Yelahanka, Bangalore","11:30am – 3:30pm, 6:30pm – 11pm (Today)","1073/784/785, 5th B Cross, Sector B, Near Mother Dairy Circle, Yelahanka, Bangalore",+917022603412,1,1,1,0,3.0,62,4.2,2255,,,,1000
Amma's Kitchen,https://www.zomato.com/bangalore/ammas-kitchen-new-bel-road-bangalore,"Kerala, Chinese, Rolls, Biryani","New BEL Road, Bangalore",,"7, Nanjappa Circle, Venkataswamappa Layout, Near Dwaraka Kalyana Mandapam, New Bel Road, Bangalore",+919916999695,1,0,0,0,-,0,3.7,212,,,,150
Biriyani @99,https://www.zomato.com/bangalore/biriyani-@99-jalahalli-bangalore,"Biryani, Kebab","Jalahalli, Bangalore",,"74/A, Sudha Building, Kala Nagar Main Road, Kammagondanahalli, Jalahalli, Bangalore",+919538946444,1,0,0,0,-,0,3.3,141,,,"Excellent Food Quality, Low Price, Tasty, Quality, Packaging, Food",100
Baker's Heart,https://www.zomato.com/bangalore/bakers-heart-jalahalli,"Bakery, Fast Food, Desserts","Jalahalli, Bangalore",9am – 9pm (Today),"13 A, SM Road, Near Ayyappa Temple, Jalahalli, Bangalore",+919632280498,1,1,0,0,-,0,4.0,110,,,,250
The Dessert Corner,https://www.zomato.com/bangalore/the-dessert-corner-sanjay-nagar-bangalore,"Desserts, Bakery","Sanjay Nagar, Bangalore",,"35, Near Sanjaynagar Post, Cad-Met Layout, B.B.M.P, North, Sanjay Nagar, Bangalore",+918904025662,1,0,0,0,-,0,3.7,8,,,,150
Gourmet Ice Cream Cakes By Baskin Robbins,https://www.zomato.com/bangalore/gourmet-ice-cream-cakes-by-baskin-robbins-new-bel-road-bangalore,"Bakery, Desserts, Ice Cream","New BEL Road, Bangalore",,"218, MGECHBS Layout, Opposite MS Ramaiah College of Advance Studies, New BEL Road, Bangalore",+918042050563,1,0,0,0,-,0,4.0,18,,,,150
Martha's Kitchen,https://www.zomato.com/bangalore/marthas-kitchen-jalahalli-bangalore,"South Indian, Biryani","Jalahalli, Bangalore","8am – 11:30am, 12noon – 10:30pm (Today)","RR Complex, Ayyappa Nagar, Jalahalli, Bangalore",+919110654064,1,1,0,0,-,0,3.9,268,,,,100
Slurpy Shakes,https://www.zomato.com/bangalore/slurpy-shakes-jalahalli-bangalore,"Beverages, Burger, Fast Food, Bakery, Shake","Jalahalli, Bangalore",,"63, 1st Floor, 4th Main Road, Mathikere, Near Kings Boot, Jalahalli, Bangalore",+918047108564,1,0,0,0,-,0,4.1,583,,,,200
Kolkata Victoria Chats Center,https://www.zomato.com/bangalore/kolkata-victoria-chats-center-sahakara-nagar-bangalore,Street Food,"Sahakara Nagar, Bangalore",2pm – 9:30pm (Today),"557, Siddagiri, 20th Main, 15th Cross, F Block, Sahakara Nagar, Bangalore",+917259688154,1,1,0,0,-,0,3.9,42,,,,100
Donne Biriyani & Egg Rice Adda,https://www.zomato.com/bangalore/donne-biriyani-egg-rice-adda-new-bel-road-bangalore,"Biryani, South Indian, Street Food","New BEL Road, Bangalore",,"Vidyaranyapura, New BEL Road, Bangalore",+919740187746,1,1,1,0,-,2,3.9,191,,,,200
Sri Mast Chats,https://www.zomato.com/bangalore/sri-mast-chats-1-new-bel-road-bangalore,"Street Food, Fast Food, Chinese","New BEL Road, Bangalore",12:30pm – 11pm (Today),"105, 4th Cross, Patel Pille Gowda Layout, New BEL Road, Bangalore",+918618845500,1,1,0,0,3.6,12,4.3,254,,,,150
Lassi 'n' Mock,https://www.zomato.com/bangalore/lassi-n-mock-sanjay-nagar-bangalore,"Desserts, Beverages, Ice Cream, Sandwich, Salad, Shake, Juices, Healthy Food","Sanjay Nagar, Bangalore",9:30am – 12midnight (Today),"60, 80 Feet Road, Devasandra, Sanjay Nagar, Bangalore",+918295208644,1,1,1,0,3.6,70,3.7,737,,,"Affordable, Environment, Owner, Student Crowd, Proper Packaging, Hygiene",150
Sorbetto,https://www.zomato.com/bangalore/sorbetto-sanjay-nagar-bangalore,"Ice Cream, Desserts, Shake, , Beverages","Sanjay Nagar, Bangalore",,"1, PID, 3rd Floor, Kalpana Chawla Road, Bhoopasandra, Hebbal, Sanjay Nagar, Bangalore",+919886116668,1,0,0,1,-,0,4.0,52,,,,200
Momo Monk,https://www.zomato.com/bangalore/momo-monk-new-bel-road-bangalore,"Momos, Beverages","New BEL Road, Bangalore",,"1, Prem Prasad Complex, 3rd Floor, Opposite Ramaiah Hospital, New BEL Road, Bangalore",+918045025460,1,0,0,0,-,0,4.3,117,,,,150
Hotel Malnad Family Restaurant,https://www.zomato.com/bangalore/hotel-malnad-family-restaurant-jalahalli,"North Indian, Chinese, Mughlai","Jalahalli, Bangalore","11am – 3:30pm, 6:30pm – 11pm (Today)","2123, SM Road, KG Halli, Jalahalli, Bangalore",+919880909745,1,1,1,0,3.5,32,3.9,3920,,,,350
Taste Of Tibet,https://www.zomato.com/bangalore/taste-of-tibet-hebbal-bangalore,Momos,"Hebbal, Bangalore",4pm – 9pm (Today),"9th Cross, Sanjeevani Nagar, Hebbal, Bangalore",+919535185545,1,1,0,0,-,0,4.3,367,,,,150
Parijatha Fish Land,https://www.zomato.com/bangalore/parijatha-fish-land-jalahalli-bangalore,"North Indian, Chinese, Biryani, Chettinad, South Indian, Seafood","Jalahalli, Bangalore","12noon – 4pm, 6:30pm – 11pm (Today)","115, Kammagondahalli, Kammagondana Halli Main Road, Jalahalli, Bangalore",+916364038456,1,1,1,0,3.3,33,4.0,2484,,,,400
Aarav De Cuisine,https://www.zomato.com/bangalore/aarav-de-cuisine-jalahalli-bangalore,"Chinese, Rolls, North Indian, Bengali, Momos, Oriental","Jalahalli, Bangalore",11am – 11pm (Today),"Site 5 & 6, Pipeline Road, T. Dasarahalli, Mallasandra, Jalahalli, Bangalore",+916364281119,1,1,1,0,3.1,7,4.2,985,,,,550
Tawazo The Rasoi,https://www.zomato.com/bangalore/tawazo-the-rasoi-new-bel-road-bangalore,"North Indian, Chinese, Mughlai, Biryani, Rolls, Arabian","New BEL Road, Bangalore",12noon – 3am (Today),"561, Dollars Colony, New BEL Road, Bangalore",+919620998844,1,1,1,0,3.7,30,3.6,142,,,"Very Good Quality, Awesome Spot to Hangout, Best in Service, Sanitised Service, Comforting Atmosphere, Served Quickly",400
Shilpa Holige Mane,https://www.zomato.com/bangalore/shilpa-holige-mane-new-bel-road-bangalore,South Indian,"New BEL Road, Bangalore",9am – 9:30pm (Today),"706, HMT Layout, BEL Layout 3rd Block, 5th Block, Vidyaranyapura, New BEL Road, Bangalore",+919900265799,1,1,0,0,-,0,4.0,43,,,,50
Canteen Central - Pizzas & Pastas,https://www.zomato.com/bangalore/canteen-central-pizzas-pastas-yeshwantpur-bangalore,"North Indian, South Indian","Yeshwantpur, Bangalore",,"28, 1st Floor, Above State Bank Of India, Mathikere Main Road, Yeshwantpur, Bangalore",+919943447128,1,0,0,0,-,0,3.8,0,,,,200
The Parotta Combo,https://www.zomato.com/bangalore/the-parotta-combo-new-bel-road-bangalore,"South Indian, Desserts","New BEL Road, Bangalore",,"193, 2nd & 3rd Floor, M H Chandrappa, Near Gowri Apartment, New Bel Road, Bangalore",+919606039349,1,0,0,0,-,0,3.8,267,,"Butter Chicken, Curry, Chutney, Juice","Large Servings, Filling Food, Food Tastes Great, Great Veg Options, Best Food under Best Budget, Healthy and Delicious",150
Srinidhi Sagar,https://www.zomato.com/bangalore/srinidhi-sagar-sahakara-nagar-bangalore,"South Indian, North Indian, Chinese, Beverages, Shake","Sahakara Nagar, Bangalore",7am – 11pm (Today),"2268/1, Maruthi Plaza, Kodigehali Main Road, Sahakara Nagar, Bangalore",+918861186143,1,1,1,0,3.7,35,4.0,2893,,,,400
Chopsticks Bites,https://www.zomato.com/bangalore/chopsticks-bites-1-new-bel-road-bangalore,"Fast Food, Chinese, Momos, Burger, Beverages","New BEL Road, Bangalore",11:30am – 11pm (Today),"51/2, M.Nanjappa Main Road, Vidyaranyapura, New BEL Road, Bangalore",+919916325378,1,1,0,0,3.8,5,4.1,119,,,,300
Royal Paradise,https://www.zomato.com/bangalore/royal-paradise-new-bel-road-bangalore,"Rolls, Mughlai, South Indian, North Indian, Biryani, Beverages","New BEL Road, Bangalore",10:30am – 11pm (Today),"382, Jamia Masjid Road, MS Palya, New BEL Road, Bangalore",+919986499990,1,1,1,0,-,0,4.0,18,,,,400
Piazza Pizza By Little Italy,https://www.zomato.com/bangalore/piazza-pizza-by-little-italy-sanjay-nagar-bangalore,"Pizza, Fast Food","Sanjay Nagar, Bangalore",,"3/2, A K Colony, Mathikere Extension, 6th Main Road, Sanjay Nagar, Bangalore",+918806495000,1,0,0,0,-,0,3.4,25,,,,200
Burger G Point,https://www.zomato.com/bangalore/burger-g-point-jalahalli-bangalore,"Fast Food, Street Food, Burger, Pizza, Sandwich","Jalahalli, Bangalore",,"39/A, 10th Cross, Kala Nagar Main Road, Kammagondanahalli, Jalahalli, Bangalore",+919108017848,1,0,0,0,-,0,3.4,69,,,,100
Ammi's Biryani,https://www.zomato.com/bangalore/ammis-biryani-sahakara-nagar-bangalore,"Biryani, Mughlai, Beverages, Desserts, Kebab","Sahakara Nagar, Bangalore",,"First Floor 30(Old 14) Maruti Layout, Virupakshapura Kodigehalli Vidyaranyapura, Post Bangalore, Yelahanka B.B.M.P North, Sahakara Nagar, Bangalore",+919606032261,1,0,0,0,-,0,3.1,7,,,,200
Häagen Dazs,https://www.zomato.com/bangalore/häagen-dazs-1-malleshwaram-bangalore,"Ice Cream, Beverages, Desserts","Orion Mall, Malleshwaram, Bangalore",11am – 11pm (Today),"26/1, Kiosk - 6, Ground Floor, Orion Mall, Brigade Gateway, Malleshwaram, Bangalore",+916361652041,1,1,1,0,2.4,67,4.0,37,,,,800
Kebab King's,https://www.zomato.com/bangalore/kebab-kings-yeshwantpur-bangalore,"Fast Food, North Indian, Chinese, Biryani, Momos, Beverages","Yeshwantpur, Bangalore",,"13, 2nd Cross, MSR Main Road, Opposite Tata Institute, Yeshwantpur, Bangalore",+918050858114,1,1,0,0,-,0,3.1,394,,,"Contactless Delivery, Tamper Proof Packaging, Extensive Menu, Great Portions, Price, Quality",300
Sree Ganesha Fruit Juice Center,https://www.zomato.com/bangalore/sree-ganesha-fruit-juice-center-new-bel-road-bangalore,"Beverages, Juices, Shake","New BEL Road, Bangalore",10am – 10pm (Today),"29/3, NRS Complex, Mattikere, MSR College Road, New BEL Road, Bangalore",+919448089001,1,1,1,0,3.3,3,3.7,144,,,,100
Naidu's Biryani Corner,https://www.zomato.com/bangalore/naidus-biryani-corner-1-jalahalli-bangalore,"Biryani, Chinese, North Indian","Jalahalli, Bangalore",3:04am – 11:55pm (Today),"52, GK Muniyappa Complex, Sigapura Main Road, Vidyaranyapura Post, Jalahalli, Bangalore",+919741901190,1,1,0,0,3.6,14,3.6,108,,,"Tamper Proof Packaging, Contactless Delivery, Fresh Food with Good Quality, Perfect Presentation, Wonderful Presentation, Great Portions",300
Ambur Hot Dum Biryani,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-1-jalahalli-bangalore,"Biryani, South Indian","Jalahalli, Bangalore",11:30am – 11pm (Today),"Shop 96, Hesarghtta Main Road, MS Palya Circle, Jalahalli, Bangalore",+919148865041,1,1,1,0,-,0,3.7,43,,,,200
Italian PB Cafe,https://www.zomato.com/bangalore/italian-pb-cafe-yeshwantpur-bangalore,"Burger, Pizza, Fast Food, Beverages","Yeshwantpur, Bangalore",,"14, 1st Main, Kantirava Nagara, Yeshwantpur, Bangalore",+919902572556,1,0,0,0,-,0,-,19,,,,200
North Karnataka Jowar Roti Kendra,https://www.zomato.com/bangalore/north-karnataka-jowar-roti-kendra-new-bel-road-bangalore,"South Indian, Shake","New BEL Road, Bangalore","8am – 11am, 12:30pm – 4pm, 6pm – 9:30pm (Today)","Building 65, 3rd Block, Dodda Bommasandra, near Nagaland, jowar rotti kendra, New BEL Road, Bangalore",+919663370107,1,1,1,0,3.4,4,4.1,364,,,"Best Food under Best Budget, Great Portions, Quantity, Price, Food",200
